portfolio,job_title,job_company,required_skill,label,weight,evidence_skills,justification
course_only,Data Analyst,ADF Medical,Build reports and dashboards,fully_satisfied,1.0,"[""Develop BI dashboards from curated enterprise data warehouses""]","Portfolio explicitly includes developing BI dashboards, which directly covers building reports and dashboards."
course_only,Data Analyst,ADF Medical,Create data visualizations,satisfied,0.75,"[""Develop BI dashboards from curated enterprise data warehouses""]","Developing BI dashboards inherently involves creating data visualizations, satisfying the requirement."
course_only,Data Analyst,Tekshapers,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data""]",Portfolio directly includes querying data using SQL via Spark SQL.
course_only,Data Analyst,Tekshapers,"Apply data governance concepts for cataloging, lineage, and quality",partly_satisfied,0.4,"[""Define data governance rules for compliance, privacy, and quality""]","Governance rules cover quality, but cataloging and lineage are not addressed."
course_only,Data Analyst,President's Choice Financial,"Extract, prepare, and analyze large datasets",satisfied,0.75,"[""Perform data extraction, transformation, and loading (ETL)"", ""Clean and preprocess raw data from multiple sources"", ""Apply linear regression to smooth data""]","Portfolio covers ETL, cleaning, and analysis techniques for large data."
course_only,Data Analyst,President's Choice Financial,Design and implement end-to-end reporting and data processes,satisfied,0.75,"[""Design ETL data transformation steps for data integration"", ""Develop BI dashboards from curated enterprise data warehouses"", ""Implement the collect-store-analyze-govern lifecycle for big data""]","Portfolio shows design of ETL, dashboards, and data lifecycle covering end-to-end reporting."
course_only,Data Analyst,President's Choice Financial,Analyze data to identify trends and patterns,satisfied,0.75,"[""Apply linear regression to smooth data"", ""Aggregate detailed data with sum, average, or count operations"", ""Apply correlation-first analysis over causal modeling in big data projects""]","Portfolio includes regression, aggregation, and correlation analysis to identify trends and patterns."
course_only,Data Analyst,President's Choice Financial,Create business reports and visualizations using Tableau,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]","Portfolio includes BI dashboard creation but does not mention Tableau, only partly satisfying the requirement."
course_only,Data Analyst,The Select Group,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data""]",Portfolio directly names SQL and querying with Spark SQL.
course_only,Data Analyst,The Select Group,Extract and analyze data to support business initiatives,satisfied,0.75,"[""Perform data extraction, transformation, and loading (ETL)"", ""Aggregate detailed data with sum, average, or count operations"", ""Develop BI dashboards from curated enterprise data warehouses""]","ETL covers extraction, aggregation covers analysis, and BI dashboards support business decisions."
course_only,Data Analyst,The Select Group,Automate data processes and pipelines,fully_satisfied,1.0,"[""Implement real-time data pipelines with Spark Streaming"", ""Configure database triggers for incremental data extraction""]",Portfolio includes real-time pipeline building and automated data extraction triggers.
course_only,Data Analyst,BET99,"Define, document, and monitor core business metrics and KPIs",not_satisfied,0.0,[],"Portfolio does not include any skill related to defining, documenting, or monitoring business metrics or KPIs."
course_only,Data Analyst,BET99,Build and maintain data pipelines using dbt,not_satisfied,0.0,[],Portfolio mentions no dbt tool or dbt-like transformation pipeline management; ETL skills do not satisfy dbt specificity.
course_only,Data Analyst,BET99,Build and maintain interactive dashboards using Power BI,satisfied,0.75,"[""Develop BI dashboards from curated enterprise data warehouses""]","Developing BI dashboards covers core interactive dashboarding, equivalent to Power BI dashboard building."
course_only,Data Analyst,BET99,Perform segmentation and funnel analysis for product and marketing data,not_satisfied,0.0,[],"No portfolio skill mentions segmentation, funnel analysis, or product/marketing analytics specific to these tasks."
course_only,Data Analyst,BET99,Analyze A/B test or experimentation results,not_satisfied,0.0,[],"Portfolio lacks any skill referencing A/B testing, experimentation, or statistical hypothesis testing."
course_only,Data Analyst,BET99,Analyze data to identify trends and patterns,satisfied,0.75,"[""Apply linear regression to smooth data"", ""Apply correlation-first analysis over causal modeling in big data projects"", ""Reduce data dimensionality via principal component analysis""]","Skills in regression, correlation, PCA directly involve identifying trends and patterns in data."
course_only,Data Engineer,Capgemini,Design and implement scalable data pipelines,satisfied,0.75,"[""Design real-time streaming pipelines for high-velocity data"", ""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Perform data extraction, transformation, and loading (ETL)"", ""Implement real-time data pipelines with Spark Streaming""]","Portfolio includes skills for designing and implementing both batch ETL and real-time streaming pipelines, which cover scalable data pipelines."
course_only,Data Engineer,Capgemini,Work with Kafka for streaming data processing,not_satisfied,0.0,[],No portfolio skill mentions Kafka or equivalent distributed messaging/streaming platform.
course_only,Data Engineer,Capgemini,Implement real-time data processing with streaming technologies,fully_satisfied,1.0,"[""Implement real-time data pipelines with Spark Streaming""]","Portfolio directly covers real-time data pipeline implementation using Spark Streaming, a streaming technology."
course_only,Data Engineer,Leap Tools,Design and implement scalable data pipelines,satisfied,0.75,"[""Design real-time streaming pipelines for high-velocity data"", ""Build ETL workflows to ingest structured and unstructured data into HDFS""]","Portfolio includes designing streaming pipelines and building ETL workflows to scalable data stores, satisfying pipeline design and implementation."
course_only,Data Engineer,Leap Tools,Build and maintain data pipelines using dbt,not_satisfied,0.0,[],No mention of dbt or equivalent data build tool in the portfolio.
course_only,Data Engineer,Leap Tools,"Implement data quality, testing, and documentation standards",partly_satisfied,0.4,"[""Define data governance rules for compliance, privacy, and quality""]","Data governance covers quality standards, but testing and documentation standards are not addressed."
course_only,Data Engineer,Leap Tools,Apply data modeling concepts,fully_satisfied,1.0,"[""Design conceptual, logical, and physical data models""]",Directly addresses data modeling concepts with explicit design of various model levels.
course_only,Data Engineer,Leap Tools,Deploy and manage containerized applications using Kubernetes,not_satisfied,0.0,[],"No Kubernetes, containerization, or deployment management skills found."
course_only,Data Engineer,Leap Tools,Monitor and debug data pipelines and warehouse components,not_satisfied,0.0,[],No skills related to monitoring or debugging pipelines or warehouse components.
course_only,Data Engineer,Leap Tools,Develop web applications and APIs using Django,not_satisfied,0.0,[],Django and web application development are not covered in the portfolio.
course_only,Data Engineer,Scotiabank,Version control code using Git and GitHub,not_satisfied,0.0,[],"No portfolio skill mentions Git, GitHub, or version control."
course_only,Data Engineer,Scotiabank,Design and implement scalable data pipelines,satisfied,0.75,"[""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Design real-time streaming pipelines for high-velocity data"", ""Implement real-time data pipelines with Spark Streaming""]","Portfolio shows ETL and real-time pipeline building, implying scalable data pipeline design and implementation."
course_only,Data Engineer,Scotiabank,Build and maintain data pipelines using dbt,not_satisfied,0.0,[],No portfolio skill mentions dbt.
course_only,Data Engineer,Scotiabank,Design and build data pipelines using Google Cloud Platform services,not_satisfied,0.0,[],No portfolio skill references any GCP service.
course_only,Data Engineer,Scotiabank,Design and implement data ingestion patterns for batch and streaming,fully_satisfied,1.0,"[""Implement lambda architecture combining batch and stream processing"", ""Design real-time streaming pipelines for high-velocity data""]",Lambda architecture directly implements a combined batch and streaming ingestion pattern.
course_only,Data Engineer,Scotiabank,Build and manage data pipelines with workflow orchestration and scheduling,partly_satisfied,0.4,"[""Build ETL workflows with open-source Kettle tool""]",Portfolio demonstrates workflow building but lacks explicit orchestration and scheduling tools.
course_only,Data Engineer,Scotiabank,Implement distributed data processing using Apache Spark,fully_satisfied,1.0,"[""Develop Spark applications using RDD transformations and actions"", ""Implement real-time data pipelines with Spark Streaming""]",Portfolio includes Spark application development and real-time streaming with Spark.
course_only,Data Engineer,Scotiabank,Implement data streaming pipelines using Apache Kafka,not_satisfied,0.0,[],No portfolio skill mentions Kafka.
course_only,Data Engineer,Scotiabank,Implement workflow orchestration using Apache Beam/Composer,not_satisfied,0.0,[],No portfolio skill references Apache Beam or Composer.
course_only,Data Engineer,Scotiabank,Deploy containerized applications using Kubernetes (GKE),not_satisfied,0.0,[],"No portfolio skill mentions containers, Kubernetes, or GKE."
course_only,Data Engineer,Scotiabank,Implement Infrastructure as Code using Terraform,not_satisfied,0.0,[],No portfolio skill references Terraform or IaC.
course_only,Data Engineer,Scotiabank,Develop microservices using Spring Boot,not_satisfied,0.0,[],"No portfolio skill mentions microservices, Spring Boot, or Java."
course_only,Data Engineer,HireOn Tech,Design and implement scalable data pipelines,satisfied,0.75,"[""Design real-time streaming pipelines for high-velocity data"", ""Implement real-time data pipelines with Spark Streaming"", ""Design ETL data transformation steps for data integration""]","Portfolio includes designing and implementing ETL and real-time data pipelines, implicitly scalable."
course_only,Data Engineer,HireOn Tech,Build and optimize data pipelines using PySpark,partly_satisfied,0.4,"[""Implement real-time data pipelines with Spark Streaming"", ""Build machine learning pipelines with Spark MLlib"", ""Develop Spark applications using RDD transformations and actions""]",Portfolio includes building Spark data pipelines but lacks explicit PySpark or Python skills.
course_only,Data Engineer,HireOn Tech,"Process and analyze data using Apache Spark (RDDs, DataFrames, Spark SQL)",satisfied,0.75,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data""]",Portfolio covers RDDs and Spark SQL; DataFrames not explicitly named but Spark SQL implies DataFrame usage.
course_only,Data Engineer,HireOn Tech,Develop back-end services and APIs,satisfied,0.75,"[""Serve models via TensorFlow Serving over REST"", ""Create unified data access interfaces for heterogeneous data""]",Portfolio includes serving models over REST (an API) and creating data access interfaces.
course_only,Data Engineer,HireOn Tech,Implement business rules frameworks (rules engines),not_satisfied,0.0,[],No portfolio skill mentions building business rules frameworks or rules engines.
course_only,Data Scientist,Apptad,Conduct benchmarking experiments for model evaluation,satisfied,0.75,"[""Tune hyperparameters using Spark MLlib CrossValidator""]","CrossValidator performs model evaluation via cross-validation, covering benchmarking experiments."
course_only,Data Scientist,Apptad,Apply statistical analytics for data science,satisfied,0.75,"[""Apply linear regression to smooth data"", ""Reduce data dimensionality via principal component analysis"", ""Standardize numeric attributes using z-score normalization""]","Portfolio includes regression, PCA, and normalization, which apply statistical analytics to data."
course_only,Data Engineer,Talenzaa,Troubleshoot and resolve software defects,not_satisfied,0.0,[],No portfolio skill relates to troubleshooting or resolving software defects.
course_only,Data Engineer,Talenzaa,Develop data analysis programs using PySpark,satisfied,0.75,"[""Develop Spark applications using RDD transformations and actions""]",Developing Spark applications with RDDs implies PySpark proficiency for data analysis tasks.
course_only,Data Engineer,Talenzaa,Process and transform data using Apache Spark DataFrames and RDDs,satisfied,0.75,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data""]",RDD transformations and Spark SQL (DataFrames) together cover required Spark data processing capabilities.
course_only,Data Engineer,Talenzaa,Develop back-end services and APIs,satisfied,0.75,"[""Serve models via TensorFlow Serving over REST""]",Serving models over REST demonstrates creating back-end APIs.
course_only,Data Engineer,Talenzaa,Optimize applications for performance and security,satisfied,0.75,"[""Persist intermediate RDDs in memory for iterative computation"", ""Co-locate MapReduce compute with HDFS data for locality"", ""Anonymize personally identifiable information (PII) in data pipelines""]","Performance optimizations (RDD persistence, data locality) and security measures (PII anonymization) are present."
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),"Apply data governance, classification, and privacy policies in data systems",fully_satisfied,1.0,"[""Define data governance rules for compliance, privacy, and quality"", ""Classify enterprise data sources as internal or external"", ""Anonymize personally identifiable information (PII) in data pipelines""]","Portfolio directly includes defining governance and privacy rules, classifying data, and anonymizing PII in pipelines."
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),Design and implement scalable data pipelines,fully_satisfied,1.0,"[""Design real-time streaming pipelines for high-velocity data"", ""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Implement lambda architecture combining batch and stream processing""]",Portfolio demonstrates designing and building scalable real-time and batch data pipelines for big data environments.
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),Build and maintain data pipelines using dbt,not_satisfied,0.0,[],No mention of dbt or any equivalent transformation tool; portfolio lacks this specific skill.
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),Configure and orchestrate data integration workflows using Fivetran,not_satisfied,0.0,[],"Fivetran is not listed, and no skill indicates configuring or orchestrating Fivetran workflows."
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),"Monitor, profile, and cleanse data to establish and improve data quality metrics",partly_satisfied,0.4,"[""Detect duplicate records using attribute similarity thresholds"", ""Clean and preprocess raw data from multiple sources"", ""Eliminate outliers using clustering algorithms""]","Profiling and cleansing techniques are present, but establishing and improving data quality metrics is not covered."
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),Document data lineage and pipeline processes for transparency and maintenance,not_satisfied,0.0,[],No skills referencing documentation of data lineage or pipeline processes.
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),Develop data science and analytics pipelines using Knime,not_satisfied,0.0,[],Knime is not mentioned; the portfolio contains no equivalent visual analytics pipeline tool.
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),Build and manage machine learning and data projects using Dataiku,not_satisfied,0.0,[],Dataiku is not listed; no skill covers this specific platform for managing ML projects.
course_only,Data Engineer,Technical Standards & Safety Authority (TSSA),Develop semantic data layers and curated tables for business intelligence,satisfied,0.75,"[""Create unified data access interfaces for heterogeneous data"", ""Develop BI dashboards from curated enterprise data warehouses"", ""Design conceptual, logical, and physical data models""]","Skills include creating access interfaces and logical models for BI, fulfilling semantic layer and curated table development."
course_only,Data Scientist,Boeing,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data"", ""Load data warehouses using SQL bulk loading methods""]","Portfolio directly includes SQL querying and loading skills, satisfying the requirement."
course_only,Data Scientist,Boeing,Version control code using Git and GitHub,not_satisfied,0.0,[],"No portfolio skill mentions Git, GitHub, or version control."
course_only,Data Scientist,Boeing,Analyze large-scale datasets using Apache Spark or Databricks,fully_satisfied,1.0,"[""Develop Spark applications using RDD transformations and actions""]","Portfolio includes direct Spark application development, covering large-scale analysis."
course_only,Data Scientist,Boeing,Implement deep learning models using frameworks like TensorFlow or PyTorch,fully_satisfied,1.0,"[""Construct deep learning models with Keras Sequential API"", ""Create data input pipelines with TensorFlow tf.data""]","Portfolio includes Keras and TensorFlow, directly covering deep learning frameworks."
course_only,Data Scientist,Boeing,Apply mathematical optimization and simulation techniques,not_satisfied,0.0,[],No portfolio skill explicitly addresses mathematical optimization or simulation.
course_only,Data Scientist,Boeing,"Deploy and manage machine learning models using MLOps tools (e.g., MLflow)",partly_satisfied,0.4,"[""Serve models via TensorFlow Serving over REST"", ""Persist and load ML models in Spark MLlib""]",Portfolio covers model serving and persistence but lacks dedicated MLOps tools like MLflow.
course_only,Data Scientist,Boeing,"Implement CI/CD pipelines for machine learning (e.g., using GitLab CI)",not_satisfied,0.0,[],No portfolio skill covers CI/CD pipelines for machine learning.
course_only,Data Scientist,Intelliswift - An LTTS Company,Investigate technologies and tools for innovative data solutions,partly_satisfied,0.4,"[""Select appropriate big data processing model for business use cases"", ""Select distributed processing models (MapReduce, stream) for analytics workloads""]","Portfolio includes skills for selecting processing models, but not explicitly investigating new technologies or tools."
course_only,Data Scientist,Intelliswift - An LTTS Company,Create data pipelines with data engineers,satisfied,0.75,"[""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Implement real-time data pipelines with Spark Streaming""]","Candidate has extensive skills building ETL and real-time data pipelines, covering the pipeline creation aspect."
course_only,Data Scientist,Intelliswift - An LTTS Company,Design and construct data modeling processes,fully_satisfied,1.0,"[""Design conceptual, logical, and physical data models""]","Portfolio directly includes designing conceptual, logical, and physical data models."
course_only,Data Scientist,Intelliswift - An LTTS Company,Analyze data to identify trends and patterns,satisfied,0.75,"[""Apply correlation-first analysis over causal modeling in big data projects"", ""Compute PageRank centrality in social graphs"", ""Apply linear regression to smooth data""]","Multiple analysis techniques (correlation, regression, network analysis) can identify trends and patterns in data."
course_only,Data Scientist,Intelliswift - An LTTS Company,Create data visualizations,fully_satisfied,1.0,"[""Develop BI dashboards from curated enterprise data warehouses"", ""Visualize social networks with Fruchterman-Reingold algorithm""]","Portfolio includes developing BI dashboards and visualizing social networks, covering data visualization creation."
course_only,Data Scientist,Intelliswift - An LTTS Company,Create analytics tables with data engineers and business analysts,partly_satisfied,0.4,"[""Design SAP HANA column-store tables for high-speed OLAP analytics"", ""Partition MPP database tables with hash or round-robin distribution""]",Candidate can design analytics tables but no evidence of collaborative creation with engineers/analysts.
course_only,Data Scientist,Intelliswift - An LTTS Company,Apply data mining techniques to extract usable data,satisfied,0.75,"[""Perform data extraction, transformation, and loading (ETL)"", ""Implement incremental extraction using timestamp columns"", ""Automate deep web form filling with heuristic rules""]","Portfolio includes data extraction and mining techniques like ETL, incremental extraction, and web form mining."
course_only,Data Scientist,Intelliswift - An LTTS Company,Develop data visualizations using PowerBI,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]","Can develop BI dashboards, but no mention of PowerBI, a specific required tool."
course_only,Data Scientist,Government of Yukon,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data""]","The skill directly shows querying and analyzing structured big data using Spark SQL, an SQL interface."
course_only,Data Scientist,Government of Yukon,Design and implement medium-to-large scale data projects,satisfied,0.75,"[""Design a layered big data architecture with storage, processing, and application tiers"", ""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Implement lambda architecture combining batch and stream processing""]",Portfolio demonstrates designing and implementing large-scale data architectures and workflows.
course_only,Data Scientist,Government of Yukon,"Manipulate and link large, intricate datasets",satisfied,0.75,"[""Align schemas across sources using pattern matching"", ""Clean and preprocess raw data from multiple sources""]",Skills in schema alignment and multi-source data cleaning cover manipulation and linking of large datasets.
course_only,Data Scientist,Government of Yukon,Analyze and troubleshoot information across various data systems,partly_satisfied,0.4,"[""Recover HDFS metadata from secondary NameNode"", ""Detect duplicate records using attribute similarity thresholds""]","Portfolio includes data recovery and deduplication, but no explicit broad troubleshooting across various data systems."
course_only,Junior Data Analyst,AMEXIO,Automate reporting processes,partly_satisfied,0.4,"[""Build ETL workflows with open-source Kettle tool""]",Portfolio includes data pipeline automation but lacks explicit report automation.
course_only,Junior Data Analyst,AMEXIO,Develop and maintain dashboards and reports using Power BI,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]",Shows dashboard development skill but does not specify Power BI.
course_only,Junior Data Analyst,AMEXIO,Develop and maintain dashboards and reports using Tableau,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]",Shows dashboard development but does not name Tableau.
course_only,Junior Data Analyst,AMEXIO,Analyze data using Google Analytics for web and e-commerce,not_satisfied,0.0,[],No Google Analytics or web analytics skill found.
course_only,Junior Data Analyst,AMEXIO,Manage and optimize tracking configurations using Google Tag Manager,not_satisfied,0.0,[],No Google Tag Manager or tag management skill.
course_only,Junior Data Analyst,AMEXIO,Analyze e-commerce sales and marketing performance data,partly_satisfied,0.4,"[""Compute item similarity for item-based collaborative filtering"", ""Develop content-based recommendation using item features"", ""Implement user-based collaborative filtering algorithm""]",Recommender system skills partially cover e-commerce analysis but not sales/marketing performance.
course_only,Junior Data Analyst,AMEXIO,Develop and maintain intranet applications on SharePoint,not_satisfied,0.0,[],No SharePoint or intranet application development skill.
course_only,Junior Data Engineer,Helic & Co.,"Document data processes, workflows, and system architecture",not_satisfied,0.0,[],"Portfolio lacks any skill related to documenting data processes, workflows, or system architecture."
course_only,Junior Data Engineer,Helic & Co.,Apply data governance and security best practices,satisfied,0.75,"[""Define data governance rules for compliance, privacy, and quality"", ""Anonymize personally identifiable information (PII) in data pipelines""]","Portfolio covers governance rule definition and PII anonymization, addressing both governance and security."
course_only,Junior Data Engineer,Helic & Co.,Design and implement scalable data pipelines,fully_satisfied,1.0,"[""Design real-time streaming pipelines for high-velocity data"", ""Implement lambda architecture combining batch and stream processing"", ""Build ETL workflows to ingest structured and unstructured data into HDFS""]","Portfolio includes designing streaming pipelines, lambda architecture, and ETL workflows, directly covering scalable data pipeline design."
course_only,Junior Data Engineer,Helic & Co.,Collect and clean large datasets,fully_satisfied,1.0,"[""Clean and preprocess raw data from multiple sources"", ""Build ETL workflows to ingest structured and unstructured data into HDFS""]","Skills explicitly cover cleaning raw data from multiple sources and ingesting into HDFS, satisfying collection and cleaning of large datasets."
course_only,Junior Data Engineer,Helic & Co.,Troubleshoot and debug data issues,not_satisfied,0.0,[],No portfolio skill addresses troubleshooting or debugging data issues.
course_only,Junior Data Engineer,Helic & Co.,Apply data modeling concepts,fully_satisfied,1.0,"[""Design conceptual, logical, and physical data models""]","Portfolio directly includes designing conceptual, logical, and physical data models."
course_only,Junior Data Engineer,Helic & Co.,Implement distributed data processing using Apache Spark,fully_satisfied,1.0,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data"", ""Build machine learning pipelines with Spark MLlib""]","Portfolio includes developing Spark applications, Spark SQL, and MLlib pipelines, covering distributed data processing with Spark."
course_only,Junior Data Engineer,Helic & Co.,Implement data streaming pipelines using Apache Kafka,not_satisfied,0.0,[],Portfolio mentions streaming with Storm and Spark Streaming but lacks any Kafka-specific skill.
course_only,Junior Data Engineer,Helic & Co.,Monitor data systems for reliability and performance,not_satisfied,0.0,[],No portfolio skill involves monitoring data systems for reliability or performance.
course_only,Junior Data Engineer,Helic & Co.,Orchestrate data pipelines using Apache Airflow,not_satisfied,0.0,[],Portfolio uses Kettle for ETL but has no mention of Airflow or pipeline orchestration with it.
course_only,Junior Data Engineer,Helic & Co.,Process large-scale data using Hadoop,fully_satisfied,1.0,"[""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Deploy HDFS with NameNode and DataNode architecture"", ""Co-locate MapReduce compute with HDFS data for locality""]","Portfolio covers ingesting into HDFS, deploying HDFS, and MapReduce co-location, directly processing large-scale data with Hadoop."
course_only,Programming Analyst,Cybage Software,Manage project workflows using Atlassian Jira,not_satisfied,0.0,[],Portfolio has no skills related to Jira or project management workflows.
course_only,Programming Analyst,Cybage Software,Validate ETL processes and data pipeline integrity,satisfied,0.75,"[""Perform data extraction, transformation, and loading (ETL)"", ""Apply MD5 checksum for full table comparison extraction""]",Portfolio includes direct ETL skill and checksum technique for data integrity validation.
course_only,Programming Analyst,Cybage Software,Integrate automation into CI/CD pipelines,not_satisfied,0.0,[],"No CI/CD, deployment pipeline, or automation integration skills are present."
course_only,Programming Analyst,Cybage Software,Develop and optimize automation frameworks using Playwright,not_satisfied,0.0,[],Playwright and test automation framework skills are entirely absent.
course_only,Programming Analyst,Cybage Software,Implement UI test automation strategies,partly_satisfied,0.4,"[""Automate deep web form filling with heuristic rules""]","Automating web form filling is a related UI automation skill, but lacks testing strategy focus."
course_only,Programming Analyst,Cybage Software,Build web applications using Angular.js,not_satisfied,0.0,[],No Angular.js or any web application development skills found.
course_only,Programming Analyst,Cybage Software,Implement API test automation for REST services,not_satisfied,0.0,[],Portfolio lacks any API testing or REST service automation skills.
course_only,Programming Analyst,Cybage Software,Implement API test automation for GraphQL services,not_satisfied,0.0,[],No GraphQL or API test automation skills are present.
course_only,Senior Data Scientist,Trackunit,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data""]","Portfolio includes utilizing Spark SQL to query structured data, which directly fulfills querying and analyzing data with SQL."
course_only,Senior Data Scientist,Trackunit,Process data using Apache Spark,fully_satisfied,1.0,"[""Develop Spark applications using RDD transformations and actions""]","Portfolio includes developing Spark applications with RDD transformations and actions, covering core data processing with Apache Spark."
course_only,Senior Data Scientist,Trackunit,Develop data pipelines using Databricks,not_satisfied,0.0,[],No portfolio skill names Databricks; Spark proficiency alone does not evidence Databricks platform pipeline development.
course_only,Senior Business Analyst,Compass Group,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data""]","Portfolio includes Spark SQL for querying structured data, which directly covers SQL querying and analysis."
course_only,Senior Business Analyst,Compass Group,Gather and document business requirements through stakeholder interviews and workshops,not_satisfied,0.0,[],"No portfolio skills cover requirements gathering, stakeholder interviews, or workshops."
